Date,Crop,State,District,Market,Modal_Price,Min_Price,Max_Price,Arrivals,Unit
2019-02-09,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,7825.0,6417.0,8775.0,2371.0,INR/Quintal
2019-09-02,Coconut,Kerala,Kozhikode,Kozhikode Wholesale,1835.0,1505.0,2058.0,2496.0,INR/Quintal
2022-09-07,Wheat,Haryana,Gurgaon,Gurgaon Wholesale,2596.0,2129.0,2911.0,3402.0,INR/Quintal
2016-06-21,Sugarcane,Karnataka,Hubli,Hubli Wholesale,332.0,272.0,372.0,1644.0,INR/Quintal
2020-03-05,Rice,Telangana,Hyderabad,Hyderabad Wholesale,1936.0,1588.0,2171.0,846.0,INR/Quintal
2020-01-16,Cotton,Andhra Pradesh,Chittoor,Chittoor Wholesale,7737.0,6345.0,8676.0,1307.0,INR/Quintal
2017-07-09,Cotton,Gujarat,Vadodara,Vadodara Wholesale,7138.0,5854.0,8005.0,1997.0,INR/Quintal
2021-09-21,Maize,Maharashtra,Pune,Pune Wholesale,2095.0,1718.0,2349.0,2518.0,INR/Quintal
2016-06-08,Wheat,Rajasthan,Jodhpur,Jodhpur Wholesale,2268.0,1860.0,2543.0,3479.0,INR/Quintal
2022-11-15,Coconut,Kerala,Thrissur,Thrissur Wholesale,3277.0,2687.0,3675.0,1672.0,INR/Quintal
2019-03-10,Wheat,Punjab,Patiala,Patiala Wholesale,2754.0,2258.0,3088.0,5579.0,INR/Quintal
2023-01-29,Tea,Assam,Kamrup,Kamrup Wholesale,12275.0,10066.0,13765.0,3338.0,INR/Quintal
2025-09-01,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,7550.0,6192.0,8467.0,368.0,INR/Quintal
2015-02-05,Oilseeds,Gujarat,Ahmedabad,Ahmedabad Wholesale,3247.0,2663.0,3641.0,7102.0,INR/Quintal
2016-11-15,Sugarcane,Karnataka,Bangalore,Bangalore Wholesale,320.0,262.0,359.0,2693.0,INR/Quintal
2015-01-20,Coconut,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,1846.0,1514.0,2070.0,2406.0,INR/Quintal
2021-06-26,Oilseeds,Gujarat,Vadodara,Vadodara Wholesale,5159.0,4231.0,5785.0,5650.0,INR/Quintal
2025-07-14,Sugarcane,Maharashtra,Nagpur,Nagpur Wholesale,547.0,449.0,613.0,3663.0,INR/Quintal
2022-01-03,Pulses,Maharashtra,Mumbai,Mumbai Wholesale,6869.0,5633.0,7703.0,4002.0,INR/Quintal
2016-02-04,Potato,Bihar,Patna,Patna Wholesale,595.0,488.0,667.0,3919.0,INR/Quintal
2022-05-25,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,6819.0,5592.0,7647.0,1779.0,INR/Quintal
2017-08-29,Coffee,Tamil Nadu,Madurai,Madurai Wholesale,9354.0,7671.0,10490.0,973.0,INR/Quintal
2020-03-21,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,4604.0,3776.0,5163.0,2284.0,INR/Quintal
2021-11-23,Coffee,Karnataka,Hubli,Hubli Wholesale,24406.0,20015.0,27369.0,4505.0,INR/Quintal
2018-03-12,Sugarcane,Karnataka,Belgaum,Belgaum Wholesale,408.0,335.0,458.0,4364.0,INR/Quintal
2018-01-20,Coffee,Tamil Nadu,Chennai,Chennai Wholesale,17710.0,14524.0,19860.0,4516.0,INR/Quintal
2024-05-18,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,2785.0,2284.0,3123.0,4020.0,INR/Quintal
2017-04-13,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,5389.0,4419.0,6043.0,1102.0,INR/Quintal
2019-12-29,Cotton,Telangana,Hyderabad,Hyderabad Wholesale,6745.0,5531.0,7564.0,4471.0,INR/Quintal
2022-08-06,Oilseeds,Maharashtra,Nagpur,Nagpur Wholesale,2904.0,2382.0,3257.0,3428.0,INR/Quintal
2020-06-05,Sugarcane,Karnataka,Belgaum,Belgaum Wholesale,401.0,329.0,450.0,2649.0,INR/Quintal
2017-05-03,Coconut,Karnataka,Belgaum,Belgaum Wholesale,1197.0,982.0,1342.0,4488.0,INR/Quintal
2015-02-20,Wheat,Bihar,Patna,Patna Wholesale,2151.0,1764.0,2412.0,3587.0,INR/Quintal
2025-03-25,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,6386.0,5237.0,7161.0,1042.0,INR/Quintal
2025-04-27,Coffee,Karnataka,Hubli,Hubli Wholesale,25632.0,21020.0,28744.0,5656.0,INR/Quintal
2016-07-28,Maize,Telangana,Nizamabad,Nizamabad Wholesale,2240.0,1837.0,2512.0,2325.0,INR/Quintal
2023-12-06,Tea,West Bengal,Howrah,Howrah Wholesale,20023.0,16420.0,22454.0,4489.0,INR/Quintal
2018-02-22,Cotton,Maharashtra,Nagpur,Nagpur Wholesale,7156.0,5868.0,8025.0,1961.0,INR/Quintal
2021-01-06,Coffee,Tamil Nadu,Coimbatore,Coimbatore Wholesale,16732.0,13722.0,18763.0,3697.0,INR/Quintal
2021-06-19,Maize,Bihar,Gaya,Gaya Wholesale,2028.0,1663.0,2274.0,3950.0,INR/Quintal
2022-03-02,Sugarcane,Maharashtra,Nashik,Nashik Wholesale,437.0,358.0,490.0,8361.0,INR/Quintal
2024-05-06,Pulses,Maharashtra,Pune,Pune Wholesale,6927.0,5681.0,7768.0,6697.0,INR/Quintal
2021-06-10,Maize,Andhra Pradesh,Krishna,Krishna Wholesale,1631.0,1338.0,1829.0,5267.0,INR/Quintal
2019-09-12,Potato,West Bengal,Howrah,Howrah Wholesale,654.0,536.0,733.0,1242.0,INR/Quintal
2016-11-12,Pulses,Maharashtra,Pune,Pune Wholesale,6019.0,4936.0,6750.0,4719.0,INR/Quintal
2017-04-17,Apple,Himachal Pradesh,Shimla,Shimla Wholesale,3520.0,2887.0,3947.0,795.0,INR/Quintal
2025-07-21,Rice,Uttar Pradesh,Lucknow,Lucknow Wholesale,3840.0,3149.0,4306.0,1774.0,INR/Quintal
2017-12-13,Cotton,Maharashtra,Nagpur,Nagpur Wholesale,6558.0,5378.0,7354.0,1294.0,INR/Quintal
2023-05-09,Coffee,Kerala,Thrissur,Thrissur Wholesale,14808.0,12144.0,16606.0,4010.0,INR/Quintal
2021-10-27,Apple,Himachal Pradesh,Shimla,Shimla Wholesale,8423.0,6908.0,9446.0,365.0,INR/Quintal
2022-04-14,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,8578.0,7035.0,9619.0,565.0,INR/Quintal
2023-04-29,Rice,Telangana,Nizamabad,Nizamabad Wholesale,1848.0,1516.0,2072.0,1821.0,INR/Quintal
2021-04-30,Oilseeds,Maharashtra,Pune,Pune Wholesale,5089.0,4173.0,5707.0,5039.0,INR/Quintal
2023-07-22,Sugarcane,Maharashtra,Nagpur,Nagpur Wholesale,522.0,428.0,585.0,4929.0,INR/Quintal
2019-05-15,Cotton,Telangana,Hyderabad,Hyderabad Wholesale,5318.0,4361.0,5964.0,2465.0,INR/Quintal
2023-05-10,Wheat,Punjab,Patiala,Patiala Wholesale,1912.0,1568.0,2144.0,5103.0,INR/Quintal
2025-02-08,Apple,Himachal Pradesh,Shimla,Shimla Wholesale,5749.0,4715.0,6447.0,787.0,INR/Quintal
2015-01-05,Pulses,Uttar Pradesh,Kanpur,Kanpur Wholesale,3602.0,2954.0,4039.0,2927.0,INR/Quintal
2018-01-31,Apple,Himachal Pradesh,Shimla,Shimla Wholesale,3988.0,3270.0,4472.0,634.0,INR/Quintal
2018-05-04,Wheat,Bihar,Patna,Patna Wholesale,2426.0,1990.0,2721.0,2696.0,INR/Quintal
2017-02-12,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,5194.0,4259.0,5825.0,1591.0,INR/Quintal
2017-05-26,Rice,Uttar Pradesh,Kanpur,Kanpur Wholesale,2935.0,2407.0,3291.0,3067.0,INR/Quintal
2017-09-18,Maize,Madhya Pradesh,Bhopal,Bhopal Wholesale,1539.0,1262.0,1726.0,2412.0,INR/Quintal
2023-01-10,Maize,Maharashtra,Pune,Pune Wholesale,2050.0,1681.0,2299.0,7349.0,INR/Quintal
2024-05-14,Coconut,Kerala,Thrissur,Thrissur Wholesale,2893.0,2372.0,3244.0,957.0,INR/Quintal
2015-02-16,Sugarcane,Karnataka,Belgaum,Belgaum Wholesale,432.0,354.0,484.0,804.0,INR/Quintal
2022-12-24,Rice,Chhattisgarh,Raipur,Raipur Wholesale,2480.0,2034.0,2781.0,2838.0,INR/Quintal
2022-11-10,Tea,Assam,Dibrugarh,Dibrugarh Wholesale,10570.0,8668.0,11853.0,923.0,INR/Quintal
2023-03-03,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,9095.0,7459.0,10199.0,1086.0,INR/Quintal
2025-08-27,Cotton,Gujarat,Rajkot,Rajkot Wholesale,6410.0,5257.0,7188.0,2020.0,INR/Quintal
2022-05-27,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,3918.0,3213.0,4394.0,4255.0,INR/Quintal
2015-09-26,Maize,Karnataka,Mysore,Mysore Wholesale,1645.0,1349.0,1845.0,2668.0,INR/Quintal
2016-01-05,Maize,Madhya Pradesh,Bhopal,Bhopal Wholesale,2045.0,1677.0,2293.0,628.0,INR/Quintal
2016-09-27,Wheat,Punjab,Patiala,Patiala Wholesale,1577.0,1293.0,1768.0,595.0,INR/Quintal
2018-02-03,Wheat,Uttar Pradesh,Kanpur,Kanpur Wholesale,2274.0,1865.0,2550.0,2642.0,INR/Quintal
2019-08-21,Coconut,Tamil Nadu,Coimbatore,Coimbatore Wholesale,2452.0,2011.0,2750.0,1573.0,INR/Quintal
2019-08-10,Coffee,Kerala,Kozhikode,Kozhikode Wholesale,21440.0,17582.0,24043.0,1587.0,INR/Quintal
2016-10-18,Oilseeds,Gujarat,Ahmedabad,Ahmedabad Wholesale,2945.0,2415.0,3303.0,3793.0,INR/Quintal
2015-04-30,Tea,Assam,Cachar,Cachar Wholesale,7788.0,6387.0,8733.0,1932.0,INR/Quintal
2017-04-10,Wheat,Haryana,Faridabad,Faridabad Wholesale,2057.0,1687.0,2307.0,3870.0,INR/Quintal
2019-12-16,Wheat,Punjab,Amritsar,Amritsar Wholesale,2080.0,1706.0,2333.0,2973.0,INR/Quintal
2025-01-23,Coconut,Tamil Nadu,Chennai,Chennai Wholesale,3214.0,2636.0,3604.0,684.0,INR/Quintal
2017-12-17,Cotton,Telangana,Hyderabad,Hyderabad Wholesale,6281.0,5151.0,7044.0,4319.0,INR/Quintal
2020-05-28,Coffee,Kerala,Thrissur,Thrissur Wholesale,19673.0,16133.0,22061.0,1035.0,INR/Quintal
2018-10-01,Wheat,Bihar,Muzaffarpur,Muzaffarpur Wholesale,2529.0,2074.0,2836.0,1328.0,INR/Quintal
2017-01-10,Coconut,Kerala,Ernakulam,Ernakulam Wholesale,3017.0,2474.0,3383.0,995.0,INR/Quintal
2024-09-15,Pulses,Uttar Pradesh,Kanpur,Kanpur Wholesale,5452.0,4471.0,6114.0,2843.0,INR/Quintal
2015-04-27,Cotton,Gujarat,Vadodara,Vadodara Wholesale,6954.0,5703.0,7798.0,7097.0,INR/Quintal
2020-01-28,Oilseeds,Maharashtra,Nashik,Nashik Wholesale,3044.0,2496.0,3414.0,1425.0,INR/Quintal
2022-10-09,Rice,Telangana,Hyderabad,Hyderabad Wholesale,2939.0,2410.0,3296.0,1655.0,INR/Quintal
2018-02-24,Cotton,Maharashtra,Nagpur,Nagpur Wholesale,6106.0,5007.0,6847.0,984.0,INR/Quintal
2024-06-26,Rice,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,3345.0,2743.0,3751.0,4763.0,INR/Quintal
2020-04-15,Maize,Andhra Pradesh,Guntur,Guntur Wholesale,1928.0,1581.0,2162.0,5118.0,INR/Quintal
2017-10-09,Coffee,Tamil Nadu,Madurai,Madurai Wholesale,17529.0,14375.0,19657.0,2971.0,INR/Quintal
2019-07-23,Oilseeds,Rajasthan,Udaipur,Udaipur Wholesale,5365.0,4400.0,6016.0,1562.0,INR/Quintal
2017-12-17,Coffee,Tamil Nadu,Coimbatore,Coimbatore Wholesale,16905.0,13863.0,18957.0,5043.0,INR/Quintal
2016-09-25,Oilseeds,Gujarat,Ahmedabad,Ahmedabad Wholesale,4458.0,3656.0,4999.0,1968.0,INR/Quintal
2016-05-27,Coffee,Tamil Nadu,Chennai,Chennai Wholesale,8617.0,7067.0,9663.0,3559.0,INR/Quintal
2025-06-19,Cotton,Gujarat,Vadodara,Vadodara Wholesale,5999.0,4920.0,6727.0,4355.0,INR/Quintal
2022-10-20,Coconut,Kerala,Kozhikode,Kozhikode Wholesale,3568.0,2926.0,4001.0,1683.0,INR/Quintal
2018-01-24,Coffee,Tamil Nadu,Madurai,Madurai Wholesale,16898.0,13858.0,18949.0,1710.0,INR/Quintal
2025-02-26,Potato,Uttar Pradesh,Varanasi,Varanasi Wholesale,1745.0,1431.0,1957.0,3641.0,INR/Quintal
2018-02-15,Oilseeds,Gujarat,Ahmedabad,Ahmedabad Wholesale,3380.0,2772.0,3790.0,1384.0,INR/Quintal
2016-07-13,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,3319.0,2722.0,3722.0,832.0,INR/Quintal
2025-01-20,Rice,Andhra Pradesh,Guntur,Guntur Wholesale,2260.0,1853.0,2534.0,4474.0,INR/Quintal
2016-05-02,Oilseeds,Rajasthan,Jodhpur,Jodhpur Wholesale,3602.0,2954.0,4039.0,832.0,INR/Quintal
2024-01-22,Maize,Telangana,Warangal,Warangal Wholesale,1793.0,1470.0,2011.0,3454.0,INR/Quintal
2017-06-15,Pulses,Maharashtra,Nagpur,Nagpur Wholesale,3731.0,3060.0,4184.0,5873.0,INR/Quintal
2024-02-26,Potato,West Bengal,Howrah,Howrah Wholesale,1604.0,1315.0,1799.0,2799.0,INR/Quintal
2018-04-27,Sugarcane,Uttar Pradesh,Kanpur,Kanpur Wholesale,423.0,347.0,474.0,2833.0,INR/Quintal
2016-12-04,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,4326.0,3548.0,4851.0,1807.0,INR/Quintal
2019-01-10,Oilseeds,Maharashtra,Nashik,Nashik Wholesale,4214.0,3456.0,4726.0,5403.0,INR/Quintal
2016-08-03,Wheat,Punjab,Ludhiana,Ludhiana Wholesale,2472.0,2027.0,2772.0,1082.0,INR/Quintal
2022-10-08,Cotton,Gujarat,Surat,Surat Wholesale,6558.0,5378.0,7354.0,2075.0,INR/Quintal
2022-12-18,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,8817.0,7231.0,9887.0,1413.0,INR/Quintal
2021-04-13,Cotton,Gujarat,Ahmedabad,Ahmedabad Wholesale,8003.0,6563.0,8975.0,4663.0,INR/Quintal
2023-08-14,Coffee,Karnataka,Belgaum,Belgaum Wholesale,12424.0,10189.0,13932.0,2673.0,INR/Quintal
2015-06-03,Coffee,Tamil Nadu,Coimbatore,Coimbatore Wholesale,8692.0,7128.0,9747.0,3357.0,INR/Quintal
2019-08-07,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,6026.0,4942.0,6758.0,1211.0,INR/Quintal
2024-08-07,Cotton,Telangana,Warangal,Warangal Wholesale,7321.0,6004.0,8210.0,1294.0,INR/Quintal
2017-09-23,Tea,Kerala,Kozhikode,Kozhikode Wholesale,8833.0,7244.0,9905.0,2065.0,INR/Quintal
2023-08-24,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,5744.0,4711.0,6441.0,1468.0,INR/Quintal
2022-07-07,Potato,Punjab,Ludhiana,Ludhiana Wholesale,1768.0,1450.0,1983.0,2875.0,INR/Quintal
2024-03-10,Potato,Uttar Pradesh,Kanpur,Kanpur Wholesale,639.0,524.0,717.0,7916.0,INR/Quintal
2018-05-28,Rice,Andhra Pradesh,Guntur,Guntur Wholesale,3200.0,2624.0,3588.0,2218.0,INR/Quintal
2017-12-28,Oilseeds,Gujarat,Rajkot,Rajkot Wholesale,2858.0,2344.0,3205.0,2122.0,INR/Quintal
2023-07-16,Sugarcane,Uttar Pradesh,Lucknow,Lucknow Wholesale,543.0,445.0,609.0,6001.0,INR/Quintal
2017-10-05,Cotton,Maharashtra,Nashik,Nashik Wholesale,4587.0,3762.0,5144.0,593.0,INR/Quintal
2020-11-11,Oilseeds,Maharashtra,Mumbai,Mumbai Wholesale,3121.0,2559.0,3500.0,1634.0,INR/Quintal
2019-11-09,Potato,West Bengal,Darjeeling,Darjeeling Wholesale,955.0,783.0,1071.0,2499.0,INR/Quintal
2017-08-15,Maize,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,2328.0,1909.0,2611.0,2050.0,INR/Quintal
2023-05-18,Cotton,Andhra Pradesh,Krishna,Krishna Wholesale,4977.0,4082.0,5581.0,4597.0,INR/Quintal
2016-03-28,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,4036.0,3310.0,4526.0,1422.0,INR/Quintal
2018-05-12,Potato,West Bengal,Kolkata,Kolkata Wholesale,1967.0,1613.0,2206.0,1034.0,INR/Quintal
2023-02-07,Pulses,Maharashtra,Mumbai,Mumbai Wholesale,6221.0,5102.0,6976.0,3541.0,INR/Quintal
2021-03-15,Potato,West Bengal,Darjeeling,Darjeeling Wholesale,1232.0,1010.0,1382.0,4089.0,INR/Quintal
2021-11-26,Coffee,Karnataka,Hubli,Hubli Wholesale,25311.0,20757.0,28384.0,2832.0,INR/Quintal
2021-10-15,Wheat,Rajasthan,Udaipur,Udaipur Wholesale,2824.0,2316.0,3167.0,1662.0,INR/Quintal
2021-07-16,Tea,Kerala,Thrissur,Thrissur Wholesale,9919.0,8134.0,11123.0,2019.0,INR/Quintal
2016-07-04,Tea,Kerala,Kozhikode,Kozhikode Wholesale,9950.0,8160.0,11158.0,1092.0,INR/Quintal
2019-06-24,Coffee,Tamil Nadu,Coimbatore,Coimbatore Wholesale,20865.0,17111.0,23398.0,4335.0,INR/Quintal
2018-08-05,Coffee,Kerala,Kozhikode,Kozhikode Wholesale,21572.0,17691.0,24191.0,530.0,INR/Quintal
2024-02-08,Cotton,Andhra Pradesh,Chittoor,Chittoor Wholesale,6794.0,5572.0,7619.0,2105.0,INR/Quintal
2019-10-24,Pulses,Maharashtra,Pune,Pune Wholesale,6207.0,5090.0,6961.0,3683.0,INR/Quintal
2015-12-23,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,3906.0,3203.0,4380.0,1407.0,INR/Quintal
2020-09-01,Cotton,Telangana,Warangal,Warangal Wholesale,5883.0,4825.0,6597.0,1714.0,INR/Quintal
2019-11-21,Oilseeds,Rajasthan,Jodhpur,Jodhpur Wholesale,2794.0,2291.0,3133.0,1174.0,INR/Quintal
2022-01-13,Cotton,Gujarat,Rajkot,Rajkot Wholesale,5599.0,4592.0,6279.0,3838.0,INR/Quintal
2019-11-17,Sugarcane,Karnataka,Hubli,Hubli Wholesale,446.0,366.0,500.0,1926.0,INR/Quintal
2025-09-13,Sugarcane,Tamil Nadu,Madurai,Madurai Wholesale,490.0,402.0,549.0,3830.0,INR/Quintal
2023-09-07,Tea,Kerala,Kozhikode,Kozhikode Wholesale,8159.0,6691.0,9150.0,1181.0,INR/Quintal
2022-10-20,Potato,Punjab,Ludhiana,Ludhiana Wholesale,1336.0,1096.0,1498.0,3688.0,INR/Quintal
2023-11-26,Cotton,Telangana,Warangal,Warangal Wholesale,6348.0,5206.0,7119.0,3441.0,INR/Quintal
2024-01-08,Coconut,Tamil Nadu,Madurai,Madurai Wholesale,3778.0,3098.0,4237.0,4264.0,INR/Quintal
2022-09-10,Cotton,Telangana,Hyderabad,Hyderabad Wholesale,7938.0,6510.0,8902.0,1919.0,INR/Quintal
2025-03-19,Oilseeds,Maharashtra,Nashik,Nashik Wholesale,4113.0,3373.0,4612.0,5174.0,INR/Quintal
2021-10-25,Rice,Chhattisgarh,Raipur,Raipur Wholesale,3337.0,2737.0,3742.0,1417.0,INR/Quintal
2019-06-20,Tea,West Bengal,Kolkata,Kolkata Wholesale,11325.0,9287.0,12700.0,4548.0,INR/Quintal
2022-09-17,Tea,Kerala,Kozhikode,Kozhikode Wholesale,12718.0,10430.0,14262.0,407.0,INR/Quintal
2017-10-12,Tea,West Bengal,Darjeeling,Darjeeling Wholesale,18656.0,15299.0,20921.0,3650.0,INR/Quintal
2018-09-10,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,5397.0,4426.0,6052.0,879.0,INR/Quintal
2016-05-30,Potato,Uttar Pradesh,Lucknow,Lucknow Wholesale,1565.0,1283.0,1755.0,7452.0,INR/Quintal
2023-06-15,Coffee,Kerala,Kozhikode,Kozhikode Wholesale,14323.0,11746.0,16062.0,437.0,INR/Quintal
2022-10-10,Maize,Telangana,Hyderabad,Hyderabad Wholesale,1774.0,1455.0,1989.0,2939.0,INR/Quintal
2015-12-02,Rice,Bihar,Gaya,Gaya Wholesale,2148.0,1762.0,2409.0,1041.0,INR/Quintal
2019-11-18,Apple,Himachal Pradesh,Mandi,Mandi Wholesale,9728.0,7978.0,10909.0,1592.0,INR/Quintal
2021-04-24,Coconut,Andhra Pradesh,Guntur,Guntur Wholesale,2249.0,1844.0,2522.0,3589.0,INR/Quintal
2016-05-11,Coconut,Tamil Nadu,Coimbatore,Coimbatore Wholesale,2962.0,2429.0,3322.0,4510.0,INR/Quintal
2017-06-14,Potato,West Bengal,Kolkata,Kolkata Wholesale,1984.0,1627.0,2225.0,3660.0,INR/Quintal
2021-01-16,Sugarcane,Maharashtra,Nashik,Nashik Wholesale,399.0,327.0,447.0,1847.0,INR/Quintal
2024-09-16,Oilseeds,Gujarat,Surat,Surat Wholesale,4071.0,3339.0,4565.0,2365.0,INR/Quintal
2017-05-01,Coffee,Kerala,Ernakulam,Ernakulam Wholesale,16663.0,13665.0,18686.0,1608.0,INR/Quintal
2019-08-15,Sugarcane,Uttar Pradesh,Varanasi,Varanasi Wholesale,423.0,347.0,474.0,3355.0,INR/Quintal
2020-04-15,Coffee,Tamil Nadu,Madurai,Madurai Wholesale,9998.0,8199.0,11212.0,5295.0,INR/Quintal
2022-06-30,Pulses,Uttar Pradesh,Lucknow,Lucknow Wholesale,7237.0,5935.0,8116.0,1298.0,INR/Quintal
2025-04-04,Tea,West Bengal,Kolkata,Kolkata Wholesale,19541.0,16025.0,21913.0,3909.0,INR/Quintal
2021-08-24,Apple,Himachal Pradesh,Shimla,Shimla Wholesale,6735.0,5523.0,7553.0,1214.0,INR/Quintal
2019-04-18,Coffee,Karnataka,Mysore,Mysore Wholesale,18995.0,15577.0,21301.0,2535.0,INR/Quintal
2017-08-14,Wheat,Madhya Pradesh,Bhopal,Bhopal Wholesale,1683.0,1380.0,1887.0,2836.0,INR/Quintal
2022-07-01,Tea,West Bengal,Howrah,Howrah Wholesale,14452.0,11852.0,16206.0,2657.0,INR/Quintal
2024-07-30,Tea,Kerala,Kozhikode,Kozhikode Wholesale,16354.0,13412.0,18339.0,899.0,INR/Quintal
2019-06-25,Oilseeds,Maharashtra,Mumbai,Mumbai Wholesale,5253.0,4308.0,5891.0,1281.0,INR/Quintal
2018-07-15,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,5109.0,4190.0,5729.0,999.0,INR/Quintal
2025-09-11,Rice,Telangana,Hyderabad,Hyderabad Wholesale,2682.0,2199.0,3008.0,1379.0,INR/Quintal
2024-12-27,Sugarcane,Maharashtra,Nagpur,Nagpur Wholesale,514.0,422.0,576.0,1776.0,INR/Quintal
2018-12-11,Coffee,Tamil Nadu,Coimbatore,Coimbatore Wholesale,12509.0,10258.0,14028.0,702.0,INR/Quintal
2018-04-06,Coffee,Kerala,Ernakulam,Ernakulam Wholesale,9569.0,7847.0,10731.0,3074.0,INR/Quintal
2025-09-18,Pulses,Rajasthan,Udaipur,Udaipur Wholesale,5871.0,4815.0,6584.0,1565.0,INR/Quintal
2017-12-02,Tea,Kerala,Ernakulam,Ernakulam Wholesale,10510.0,8619.0,11786.0,910.0,INR/Quintal
2024-12-06,Cotton,Telangana,Warangal,Warangal Wholesale,5102.0,4184.0,5721.0,2887.0,INR/Quintal
2015-10-12,Maize,Telangana,Nizamabad,Nizamabad Wholesale,1296.0,1063.0,1453.0,3187.0,INR/Quintal
2021-09-10,Cotton,Telangana,Hyderabad,Hyderabad Wholesale,5454.0,4473.0,6116.0,3088.0,INR/Quintal
2015-01-12,Coffee,Kerala,Ernakulam,Ernakulam Wholesale,12177.0,9986.0,13655.0,4138.0,INR/Quintal
2019-06-19,Cotton,Telangana,Hyderabad,Hyderabad Wholesale,6298.0,5165.0,7063.0,3719.0,INR/Quintal
2024-03-27,Oilseeds,Rajasthan,Jodhpur,Jodhpur Wholesale,3660.0,3001.0,4104.0,1312.0,INR/Quintal
2024-02-07,Wheat,Bihar,Patna,Patna Wholesale,2256.0,1850.0,2530.0,1517.0,INR/Quintal
2021-12-21,Coffee,Karnataka,Hubli,Hubli Wholesale,23925.0,19620.0,26830.0,2752.0,INR/Quintal
2017-01-23,Coffee,Karnataka,Belgaum,Belgaum Wholesale,11358.0,9314.0,12737.0,4160.0,INR/Quintal
2020-09-13,Wheat,Haryana,Gurgaon,Gurgaon Wholesale,2295.0,1882.0,2574.0,4241.0,INR/Quintal
2022-08-06,Sugarcane,Tamil Nadu,Chennai,Chennai Wholesale,536.0,440.0,601.0,1257.0,INR/Quintal
2022-12-06,Wheat,Uttar Pradesh,Kanpur,Kanpur Wholesale,2571.0,2108.0,2883.0,3988.0,INR/Quintal
2015-03-31,Coconut,Tamil Nadu,Madurai,Madurai Wholesale,2434.0,1996.0,2729.0,4881.0,INR/Quintal
2017-02-14,Cotton,Telangana,Nizamabad,Nizamabad Wholesale,5611.0,4601.0,6292.0,2840.0,INR/Quintal
2022-04-06,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,2492.0,2044.0,2795.0,2564.0,INR/Quintal
2023-04-06,Pulses,Maharashtra,Nashik,Nashik Wholesale,6124.0,5022.0,6867.0,2478.0,INR/Quintal
2019-06-14,Sugarcane,Uttar Pradesh,Varanasi,Varanasi Wholesale,442.0,362.0,496.0,7410.0,INR/Quintal
2023-05-28,Potato,West Bengal,Kolkata,Kolkata Wholesale,825.0,677.0,925.0,3338.0,INR/Quintal
2016-02-22,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,4518.0,3705.0,5066.0,2920.0,INR/Quintal
2015-04-25,Rice,Odisha,Bhubaneswar,Bhubaneswar Wholesale,2831.0,2322.0,3175.0,1682.0,INR/Quintal
2016-09-08,Rice,Bihar,Purnia,Purnia Wholesale,1452.0,1191.0,1628.0,1970.0,INR/Quintal
2023-12-12,Rice,Tamil Nadu,Madurai,Madurai Wholesale,2384.0,1955.0,2673.0,1814.0,INR/Quintal
2017-04-05,Apple,Himachal Pradesh,Shimla,Shimla Wholesale,6186.0,5073.0,6937.0,888.0,INR/Quintal
2024-10-12,Rice,West Bengal,Kolkata,Kolkata Wholesale,3329.0,2730.0,3733.0,1417.0,INR/Quintal
2019-07-08,Oilseeds,Gujarat,Rajkot,Rajkot Wholesale,5011.0,4109.0,5619.0,523.0,INR/Quintal
2019-02-25,Pulses,Rajasthan,Jaipur,Jaipur Wholesale,5911.0,4847.0,6629.0,2704.0,INR/Quintal
2023-08-13,Tea,Kerala,Ernakulam,Ernakulam Wholesale,9658.0,7920.0,10830.0,1329.0,INR/Quintal
2016-02-17,Maize,Bihar,Purnia,Purnia Wholesale,1310.0,1074.0,1469.0,5725.0,INR/Quintal
2024-06-09,Sugarcane,Maharashtra,Nashik,Nashik Wholesale,448.0,367.0,502.0,888.0,INR/Quintal
