Date,State,District,Min_Temp,Max_Temp,Avg_Temp,Rainfall,Humidity,Wind_Speed,Solar_Radiation
2018-10-20,Tamil Nadu,Madurai,25.9,37.8,31.8,59.3,74.5,5.3,25.2
2018-09-16,Assam,Dibrugarh,13.8,20.9,17.4,454.3,61.4,21.6,25.2
2025-03-01,Assam,Dibrugarh,19.7,27.3,23.5,47.8,68.5,8.5,28.6
2018-09-29,Gujarat,Surat,28.4,40.7,34.6,152.3,55.7,15.9,22.7
2017-04-01,Ladakh,Leh,20.6,26.9,23.8,40.8,47.8,12.6,27.9
2016-03-30,Jammu and Kashmir,Srinagar,1.1,18.1,9.6,21.8,46.4,10.8,23.6
2019-06-13,Manipur,Imphal,23.0,32.0,27.5,259.3,45.9,13.4,30.6
2022-08-04,Assam,Dibrugarh,12.3,19.6,16.0,430.7,82.9,11.5,22.3
2025-03-15,Andaman and Nicobar Islands,Port Blair,21.2,27.2,24.2,69.6,77.7,18.1,22.1
2023-08-03,Chandigarh,Chandigarh,10.3,33.8,22.0,116.3,52.4,11.9,22.4
2023-08-14,Nagaland,Kohima,21.0,34.2,27.6,240.1,67.0,12.3,25.5
2016-12-11,Karnataka,Mysore,20.4,26.8,23.6,20.8,67.2,5.6,29.7
2020-12-30,Andhra Pradesh,Chittoor,30.0,35.7,32.8,37.8,73.0,19.3,28.9
2017-07-05,Andaman and Nicobar Islands,Port Blair,13.8,20.2,17.0,100.8,57.5,13.4,27.7
2022-11-15,Jharkhand,Ranchi,13.9,32.7,23.3,20.8,54.5,11.7,22.9
2022-04-06,West Bengal,Kolkata,23.8,32.6,28.2,112.0,88.5,17.9,30.2
2019-02-05,Dadra and Nagar Haveli and Daman and Diu,Daman,17.6,25.3,21.5,46.5,78.1,6.2,27.5
2018-12-11,Odisha,Bhubaneswar,28.0,39.9,34.0,40.1,62.4,8.4,27.9
2015-11-01,Assam,Cachar,12.1,21.9,17.0,61.9,73.1,11.3,25.6
2017-01-05,Ladakh,Leh,24.2,30.6,27.4,59.5,67.1,6.7,28.1
2024-10-08,Manipur,Imphal,11.4,30.1,20.8,55.1,67.6,9.2,25.7
2021-05-27,Delhi,New Delhi,21.4,31.9,26.6,61.3,67.5,9.1,26.5
2020-05-17,Uttar Pradesh,Lucknow,22.1,38.4,30.2,12.8,38.7,5.2,30.3
2020-11-19,Meghalaya,Shillong,18.1,29.1,23.6,27.1,57.1,16.5,21.8
2020-07-02,Ladakh,Leh,13.0,29.3,21.2,262.7,53.6,22.0,20.6
2024-02-21,Delhi,New Delhi,11.8,25.2,18.5,55.6,54.8,13.3,20.3
2022-12-24,Punjab,Amritsar,16.5,26.0,21.2,28.2,51.0,16.3,25.4
2023-04-04,Madhya Pradesh,Bhopal,23.5,35.7,29.6,59.5,61.7,16.3,31.3
2025-02-10,Delhi,New Delhi,17.9,27.1,22.5,59.9,47.6,5.5,27.0
2023-04-10,Chhattisgarh,Raipur,12.2,33.3,22.8,58.9,64.1,9.7,31.4
2022-11-29,Maharashtra,Mumbai,23.7,32.0,27.8,118.7,47.3,16.3,28.0
2017-08-19,Uttarakhand,Dehradun,24.3,32.4,28.4,169.8,76.8,20.0,27.6
2023-03-09,Tamil Nadu,Madurai,26.3,34.6,30.4,13.7,56.9,14.6,24.0
2025-07-15,Maharashtra,Nashik,25.3,35.7,30.5,241.8,50.6,18.8,29.1
2017-10-23,Bihar,Muzaffarpur,24.9,31.1,28.0,45.0,73.4,13.9,24.4
2020-11-02,Odisha,Bhubaneswar,19.3,29.5,24.4,31.8,56.9,13.8,25.1
2025-08-01,Bihar,Patna,24.2,32.5,28.4,159.8,67.2,22.4,23.5
2021-07-03,Chandigarh,Chandigarh,14.5,26.5,20.5,222.7,78.5,16.0,28.1
2022-11-03,Odisha,Bhubaneswar,22.0,27.5,24.8,90.5,60.1,7.1,30.0
2019-01-13,Dadra and Nagar Haveli and Daman and Diu,Daman,15.2,22.2,18.7,26.8,60.6,6.3,23.5
2021-11-06,Dadra and Nagar Haveli and Daman and Diu,Daman,20.0,34.2,27.1,32.8,62.6,14.5,20.7
2020-05-01,Himachal Pradesh,Kangra,6.8,24.3,15.6,57.8,54.2,5.1,25.1
2022-04-30,Madhya Pradesh,Bhopal,21.8,35.2,28.5,35.6,58.9,18.8,34.9
2024-01-06,Maharashtra,Nagpur,26.4,35.8,31.1,26.2,57.3,13.6,30.0
2018-03-23,Jharkhand,Ranchi,11.9,31.3,21.6,74.9,72.2,16.5,22.6
2016-10-26,Dadra and Nagar Haveli and Daman and Diu,Daman,10.1,19.6,14.8,60.3,44.3,9.4,25.6
2015-01-12,Tamil Nadu,Madurai,24.6,34.2,29.4,98.3,50.4,12.3,25.0
2018-03-02,Uttarakhand,Dehradun,14.4,27.6,21.0,52.1,66.9,6.3,28.0
2015-10-31,Goa,North Goa,24.0,29.7,26.8,34.2,60.5,7.0,25.0
2024-03-18,Uttar Pradesh,Varanasi,10.6,40.3,25.4,29.7,79.7,5.7,21.3
2023-04-11,Arunachal Pradesh,Itanagar,16.6,33.3,25.0,43.9,69.3,11.4,25.4
2024-03-25,Madhya Pradesh,Bhopal,24.3,37.4,30.8,8.9,36.8,12.1,24.5
2019-10-30,Odisha,Bhubaneswar,26.3,34.7,30.5,69.7,74.7,14.7,26.0
2022-10-01,Andhra Pradesh,Visakhapatnam,28.1,37.6,32.8,64.2,69.1,7.4,23.1
2015-02-12,Lakshadweep,Kavaratti,15.0,21.4,18.2,53.5,63.8,13.8,24.8
2017-08-01,Sikkim,Gangtok,18.1,23.2,20.6,46.9,67.3,11.9,21.1
2021-07-18,Andaman and Nicobar Islands,Port Blair,14.9,23.7,19.3,28.2,56.4,8.4,20.0
2018-09-11,Arunachal Pradesh,Itanagar,21.9,29.5,25.7,178.9,51.9,22.0,27.3
2025-08-21,Karnataka,Hubli,21.7,29.1,25.4,89.6,74.3,14.8,22.3
2021-12-20,Mizoram,Aizawl,23.8,31.2,27.5,43.0,74.3,17.5,26.4
2021-08-08,Haryana,Faridabad,27.2,39.6,33.4,188.3,44.0,14.0,22.4
2017-06-09,Sikkim,Gangtok,22.6,28.5,25.6,119.4,40.4,16.9,31.6
2021-10-10,Bihar,Muzaffarpur,13.5,34.3,23.9,34.8,52.5,19.3,25.9
2017-10-01,Karnataka,Bangalore,20.5,37.8,29.2,44.9,69.2,15.9,24.2
2015-01-21,Haryana,Hisar,18.4,27.4,22.9,26.0,42.4,13.2,26.7
2016-02-11,Himachal Pradesh,Shimla,12.3,27.2,19.8,12.7,43.1,8.1,29.9
2022-04-20,Uttar Pradesh,Varanasi,26.6,41.2,33.9,20.0,58.7,13.3,30.7
2017-10-11,Arunachal Pradesh,Itanagar,20.8,29.4,25.1,52.4,71.5,9.3,29.5
2015-12-02,Meghalaya,Shillong,17.8,31.7,24.8,56.0,62.6,9.8,26.7
2020-01-13,Dadra and Nagar Haveli and Daman and Diu,Daman,11.3,34.7,23.0,17.9,51.0,19.3,21.9
2023-09-24,Goa,North Goa,12.6,31.6,22.1,90.4,43.8,11.4,28.9
2018-02-21,Rajasthan,Udaipur,17.0,38.0,27.5,17.3,30.5,7.2,29.7
2021-09-12,Uttar Pradesh,Kanpur,19.1,26.2,22.6,63.7,50.4,16.2,21.8
2022-10-11,Odisha,Bhubaneswar,19.2,36.6,27.9,47.6,50.0,5.8,24.4
2020-01-02,West Bengal,Darjeeling,11.1,19.9,15.5,93.7,69.2,12.2,26.0
2016-12-15,Haryana,Karnal,24.7,31.3,28.0,12.8,34.9,19.1,25.8
2015-02-20,Maharashtra,Nashik,19.1,27.6,23.4,93.4,41.3,15.9,29.1
2025-07-21,Telangana,Warangal,18.7,26.7,22.7,40.6,44.4,17.3,20.4
2015-11-20,Uttar Pradesh,Lucknow,16.5,31.8,24.2,54.9,53.7,7.1,22.9
2017-02-27,Dadra and Nagar Haveli and Daman and Diu,Daman,20.1,26.2,23.2,21.2,79.8,5.1,21.5
2015-05-21,Lakshadweep,Kavaratti,22.7,28.4,25.5,7.4,44.9,15.4,34.9
2016-04-14,Arunachal Pradesh,Itanagar,18.9,25.3,22.1,17.9,61.5,15.7,31.6
2017-02-25,Tripura,Agartala,18.6,34.8,26.7,18.9,46.9,17.9,22.9
2019-12-31,Arunachal Pradesh,Itanagar,15.0,28.2,21.6,31.7,51.5,18.8,21.3
2018-09-19,Andhra Pradesh,Chittoor,24.0,29.0,26.5,249.9,55.1,19.6,21.5
2020-03-31,Ladakh,Leh,16.3,31.3,23.8,24.0,52.6,15.0,21.9
2017-08-21,Kerala,Kozhikode,24.9,30.9,27.9,475.0,84.1,13.6,21.6
2023-05-14,Himachal Pradesh,Shimla,3.3,29.7,16.5,57.2,58.0,8.9,25.2
2016-01-08,Ladakh,Leh,20.1,34.6,27.4,12.5,70.2,7.3,27.9
2024-12-14,West Bengal,Howrah,16.7,33.3,25.0,116.5,74.8,18.8,22.4
2021-12-16,Delhi,New Delhi,24.7,34.3,29.5,12.5,56.5,18.9,20.8
2024-11-19,Sikkim,Gangtok,16.8,31.4,24.1,7.3,70.1,10.4,22.5
2019-08-20,Tripura,Agartala,18.6,29.8,24.2,264.7,67.0,14.3,26.5
2022-08-30,Nagaland,Kohima,21.3,34.5,27.9,217.2,61.8,13.6,28.9
2018-03-25,Goa,North Goa,21.9,27.5,24.7,54.0,61.5,6.6,25.6
2021-05-27,Nagaland,Kohima,12.9,30.0,21.4,24.5,46.0,6.2,29.9
2019-07-30,Meghalaya,Shillong,13.0,32.5,22.8,20.8,73.7,15.8,29.2
2023-10-21,Manipur,Imphal,13.1,19.8,16.4,48.7,68.3,10.6,20.1
2015-04-16,Haryana,Karnal,15.2,24.8,20.0,20.6,50.3,15.5,34.6
2018-12-14,Madhya Pradesh,Bhopal,13.2,34.4,23.8,17.8,38.8,14.5,27.8
2022-06-10,Gujarat,Ahmedabad,31.6,40.8,36.2,48.3,39.0,19.4,30.3
2019-08-09,Mizoram,Aizawl,14.4,26.8,20.6,276.2,70.2,14.8,29.8
2015-01-02,Lakshadweep,Kavaratti,21.9,26.9,24.4,12.9,62.2,10.2,28.1
2022-03-21,Sikkim,Gangtok,23.4,30.0,26.7,58.4,61.4,10.9,27.9
2022-05-15,Madhya Pradesh,Bhopal,22.4,36.7,29.6,8.4,53.4,9.5,29.9
2020-11-07,Tamil Nadu,Coimbatore,21.8,33.7,27.8,23.3,54.3,7.8,28.2
2024-05-09,Andaman and Nicobar Islands,Port Blair,10.5,29.7,20.1,9.0,63.7,16.6,27.3
2015-12-16,Sikkim,Gangtok,12.9,22.8,17.8,54.0,50.2,12.5,21.3
2024-08-31,Andhra Pradesh,Guntur,24.6,36.1,30.4,58.7,74.5,22.1,21.9
2018-07-10,Andaman and Nicobar Islands,Port Blair,21.4,29.1,25.2,209.5,52.3,20.9,23.5
2024-05-15,Chhattisgarh,Raipur,22.7,33.3,28.0,18.7,46.3,16.7,28.9
2023-09-15,Jammu and Kashmir,Srinagar,19.0,29.7,24.4,220.3,60.0,10.9,28.8
2025-01-05,Jharkhand,Ranchi,11.2,23.2,17.2,27.3,78.3,6.8,28.9
2017-11-28,Odisha,Bhubaneswar,21.8,27.4,24.6,75.6,53.5,8.6,28.0
2023-02-04,Gujarat,Vadodara,17.6,28.9,23.2,21.2,53.6,16.8,22.3
2021-01-15,Jammu and Kashmir,Srinagar,4.1,13.7,8.9,34.8,61.4,5.2,27.8
2025-01-02,Madhya Pradesh,Bhopal,30.4,41.0,35.7,7.0,51.0,17.2,23.4
2023-03-26,Jharkhand,Ranchi,23.5,34.3,28.9,14.9,59.7,5.4,22.8
2021-06-17,Arunachal Pradesh,Itanagar,22.2,34.8,28.5,275.7,41.7,21.9,33.2
2024-01-26,Goa,North Goa,23.0,34.4,28.7,39.2,48.4,5.3,20.2
2016-03-20,Haryana,Faridabad,21.1,30.8,26.0,27.3,35.3,19.6,21.3
2021-06-03,Ladakh,Leh,16.7,27.6,22.2,22.4,66.7,16.1,30.0
2017-08-09,Tripura,Agartala,22.3,29.2,25.8,261.1,74.6,20.4,23.4
2015-02-05,Gujarat,Surat,17.8,31.9,24.8,16.7,32.1,9.2,24.7
2018-01-12,Tamil Nadu,Chennai,20.9,37.3,29.1,69.0,54.8,17.2,29.3
2019-01-15,Odisha,Bhubaneswar,18.9,26.2,22.5,39.0,79.1,7.6,27.8
2019-12-04,Sikkim,Gangtok,20.7,31.8,26.2,35.3,54.7,6.3,23.6
2020-01-20,Madhya Pradesh,Bhopal,23.2,40.6,31.9,50.8,31.3,7.1,28.5
2018-11-09,Rajasthan,Udaipur,33.5,38.9,36.2,28.8,34.6,10.5,26.4
2018-04-10,Andhra Pradesh,Krishna,28.1,35.0,31.6,55.8,69.1,12.8,31.0
2018-10-31,Odisha,Bhubaneswar,15.3,20.4,17.8,59.5,68.3,6.1,24.9
2019-09-05,Delhi,New Delhi,21.4,31.1,26.2,164.9,68.7,10.6,24.6
2018-10-17,Bihar,Muzaffarpur,11.3,28.7,20.0,48.5,44.9,6.1,21.7
2022-02-19,Assam,Cachar,18.8,25.9,22.4,59.4,84.6,8.7,24.0
2023-01-17,Uttarakhand,Dehradun,23.9,33.9,28.9,22.9,63.9,15.0,29.0
2020-12-28,Jammu and Kashmir,Srinagar,10.9,23.8,17.4,67.7,42.2,14.4,24.2
2023-01-13,West Bengal,Darjeeling,26.4,37.7,32.0,29.6,61.3,9.1,21.0
2023-09-25,Goa,North Goa,17.2,28.8,23.0,180.4,66.5,8.9,26.2
2018-07-24,Goa,North Goa,23.7,31.6,27.6,49.9,43.4,12.2,27.5
2022-08-05,Tamil Nadu,Madurai,22.1,36.0,29.0,335.1,66.0,12.5,26.0
2018-05-28,Delhi,New Delhi,22.2,27.7,25.0,71.7,65.8,11.0,30.1
2023-06-25,Meghalaya,Shillong,15.8,26.7,21.2,186.8,42.4,10.6,27.3
2016-06-04,Telangana,Hyderabad,22.9,32.4,27.6,227.8,50.4,8.9,25.6
2019-12-12,Chhattisgarh,Raipur,10.2,16.0,13.1,65.1,67.9,19.9,20.2
2015-01-10,Madhya Pradesh,Bhopal,28.7,39.5,34.1,40.2,44.3,10.7,28.5
2017-09-10,Kerala,Thrissur,24.1,33.1,28.6,115.3,65.5,22.4,24.5
2021-08-22,Chhattisgarh,Raipur,21.7,29.9,25.8,234.0,44.8,8.6,24.7
2019-07-15,Dadra and Nagar Haveli and Daman and Diu,Daman,18.9,27.5,23.2,220.5,59.8,21.9,20.8
2019-07-19,West Bengal,Darjeeling,11.2,35.9,23.5,347.8,76.8,8.4,29.4
2022-06-22,West Bengal,Howrah,23.9,35.9,29.9,459.5,73.1,13.9,29.8
2022-03-16,Chandigarh,Chandigarh,21.7,33.1,27.4,47.7,48.7,17.3,26.5
2021-01-08,Nagaland,Kohima,13.3,26.3,19.8,74.8,53.1,6.7,20.2
2016-12-20,Uttarakhand,Dehradun,12.8,21.0,16.9,65.1,46.2,17.9,20.9
2017-12-08,Jammu and Kashmir,Srinagar,18.1,24.9,21.5,49.7,46.4,10.9,20.9
2023-10-31,Uttar Pradesh,Lucknow,20.6,31.3,26.0,51.9,39.1,9.2,21.8
2017-05-08,Nagaland,Kohima,18.5,24.8,21.6,18.3,67.1,6.1,32.4
2018-08-09,Delhi,New Delhi,11.6,27.4,19.5,299.4,47.0,11.9,29.0
2019-05-23,Tripura,Agartala,19.4,29.6,24.5,44.4,51.8,17.8,32.5
2015-02-19,Dadra and Nagar Haveli and Daman and Diu,Daman,19.6,34.3,27.0,45.5,60.5,19.6,22.1
2022-06-04,Arunachal Pradesh,Itanagar,12.1,20.0,16.0,297.0,66.1,12.6,27.5
2022-01-22,Delhi,New Delhi,10.8,18.3,14.6,68.6,69.9,19.1,24.2
2025-01-31,Lakshadweep,Kavaratti,19.0,29.3,24.2,66.7,79.7,19.0,26.0
2023-07-29,Nagaland,Kohima,10.9,27.7,19.3,47.2,45.6,10.9,23.6
2023-11-13,Mizoram,Aizawl,18.9,27.6,23.2,36.7,41.9,14.3,26.6
2023-12-18,Puducherry,Puducherry,11.5,31.0,21.2,50.3,59.6,13.3,25.0
2022-12-14,Gujarat,Surat,15.9,36.4,26.2,28.0,36.9,15.2,27.0
2015-05-26,Jammu and Kashmir,Srinagar,4.3,25.8,15.0,39.7,47.2,14.9,31.0
2017-07-03,Chandigarh,Chandigarh,12.6,32.8,22.7,259.3,73.4,14.0,28.2
2025-04-05,Kerala,Ernakulam,24.5,35.0,29.8,144.7,71.5,8.0,27.9
2023-04-29,Jammu and Kashmir,Srinagar,9.9,27.1,18.5,57.0,71.5,10.7,27.5
2019-01-02,Karnataka,Mysore,18.2,32.5,25.4,81.6,80.0,12.1,29.3
2021-04-08,Bihar,Muzaffarpur,12.5,29.1,20.8,23.9,47.5,19.3,33.2
2016-08-03,Tripura,Agartala,10.2,20.5,15.4,77.4,45.9,18.5,25.7
2022-06-27,Lakshadweep,Kavaratti,16.8,24.3,20.6,97.7,54.2,19.8,34.9
2019-05-04,Punjab,Patiala,9.6,23.3,16.4,17.6,31.8,8.3,34.0
2016-04-27,Dadra and Nagar Haveli and Daman and Diu,Daman,22.6,28.8,25.7,30.6,52.4,7.2,31.2
2023-09-15,Bihar,Purnia,20.3,31.6,26.0,262.4,64.8,11.9,23.7
2018-06-03,Andhra Pradesh,Guntur,21.5,34.5,28.0,192.5,76.1,20.8,33.4
2016-11-03,Assam,Cachar,18.2,30.9,24.5,121.9,63.2,9.5,21.7
2016-09-22,Sikkim,Gangtok,17.7,33.0,25.4,84.6,69.2,14.1,29.0
2022-06-01,Mizoram,Aizawl,19.4,34.8,27.1,88.8,77.0,13.4,31.2
2016-10-23,Maharashtra,Mumbai,20.1,36.4,28.2,122.5,75.4,14.2,24.5
2024-08-04,Jammu and Kashmir,Srinagar,6.9,19.5,13.2,125.4,73.3,21.4,29.5
2022-10-23,Madhya Pradesh,Bhopal,19.2,33.9,26.6,36.7,56.0,5.0,28.4
2025-03-15,Jammu and Kashmir,Srinagar,5.4,19.7,12.6,64.7,79.9,16.9,20.2
2021-10-02,Arunachal Pradesh,Itanagar,15.5,24.1,19.8,72.5,50.6,19.2,29.4
2017-09-14,Madhya Pradesh,Bhopal,28.5,34.3,31.4,20.4,61.8,20.6,29.6
2024-08-27,Meghalaya,Shillong,13.3,30.5,21.9,165.3,53.1,17.1,25.5
2023-11-06,Nagaland,Kohima,14.4,23.6,19.0,39.1,59.0,9.5,22.6
2019-03-27,Gujarat,Ahmedabad,31.2,41.2,36.2,41.8,38.6,7.8,28.1
2016-10-11,Ladakh,Leh,12.8,26.5,19.6,20.5,55.1,17.8,28.9
2017-08-26,Chandigarh,Chandigarh,25.0,34.7,29.8,208.0,57.3,8.9,26.1
2022-03-22,Gujarat,Rajkot,18.6,39.2,28.9,29.7,59.3,15.1,23.5
2018-01-05,Manipur,Imphal,21.4,33.7,27.6,57.1,71.1,10.4,29.4
2021-12-31,Odisha,Bhubaneswar,21.4,38.6,30.0,87.2,54.4,19.5,30.0
2016-03-16,Arunachal Pradesh,Itanagar,19.1,32.6,25.8,70.4,40.8,18.9,26.3
2024-02-08,Madhya Pradesh,Bhopal,28.2,38.0,33.1,34.2,65.9,12.6,24.7
2017-07-09,Dadra and Nagar Haveli and Daman and Diu,Daman,19.1,29.8,24.5,145.0,47.2,14.0,22.8
2017-02-08,Meghalaya,Shillong,16.0,29.3,22.6,47.6,49.5,6.3,27.4
2018-09-05,Goa,North Goa,17.9,28.2,23.0,56.3,56.6,20.3,25.8
2020-01-01,West Bengal,Darjeeling,11.6,23.7,17.6,122.7,71.8,9.3,29.1
2015-09-20,Lakshadweep,Kavaratti,15.0,30.9,23.0,61.2,46.3,16.4,22.4
2025-01-16,Jharkhand,Ranchi,10.7,33.6,22.2,8.9,68.7,10.0,29.3
2025-03-18,Nagaland,Kohima,24.8,31.5,28.2,46.4,70.9,6.9,27.1
2025-09-11,Bihar,Muzaffarpur,27.9,34.2,31.0,258.1,44.6,16.5,23.4
2019-04-27,Himachal Pradesh,Shimla,9.4,19.1,14.2,26.9,69.7,8.3,29.1
2024-06-07,Gujarat,Vadodara,19.7,28.8,24.2,132.9,31.8,19.8,30.5
2022-05-08,Haryana,Faridabad,25.7,32.7,29.2,36.9,46.8,6.2,32.5
2023-11-13,Gujarat,Rajkot,28.0,35.4,31.7,46.2,60.6,9.6,22.4
2025-06-21,Assam,Cachar,16.6,25.5,21.0,208.5,74.0,8.4,29.0
2021-11-11,Mizoram,Aizawl,13.3,22.7,18.0,10.8,63.6,12.1,27.5
2017-09-25,Arunachal Pradesh,Itanagar,24.8,30.4,27.6,96.3,67.3,11.6,20.3
2024-03-05,Manipur,Imphal,11.6,24.6,18.1,35.2,78.9,12.0,26.8
2016-11-30,Andaman and Nicobar Islands,Port Blair,17.4,25.8,21.6,12.4,74.4,7.3,21.0
2021-06-07,Sikkim,Gangtok,13.2,18.2,15.7,40.2,65.4,11.7,28.4
2024-11-11,Bihar,Gaya,26.4,38.0,32.2,42.0,64.5,6.3,27.6
2019-05-23,Goa,North Goa,17.7,29.7,23.7,51.6,60.0,12.8,30.0
2018-05-26,Uttar Pradesh,Varanasi,18.4,37.4,27.9,28.5,30.1,14.2,34.5
2018-01-30,Karnataka,Belgaum,20.6,35.7,28.2,51.0,68.9,18.4,27.7
2022-02-14,Uttar Pradesh,Lucknow,28.9,34.0,31.4,15.3,51.2,17.7,28.4
2021-05-24,Mizoram,Aizawl,12.8,20.2,16.5,63.4,61.7,14.4,33.1
2018-04-05,Telangana,Hyderabad,20.5,27.5,24.0,65.8,44.5,6.3,27.8
2022-04-22,West Bengal,Kolkata,15.7,24.9,20.3,95.3,88.9,8.0,32.8
2017-10-02,Jammu and Kashmir,Srinagar,0.9,8.8,4.9,43.5,80.0,19.2,21.1
2015-02-05,Dadra and Nagar Haveli and Daman and Diu,Daman,13.6,34.1,23.8,15.6,69.7,5.0,26.3
2017-01-13,Madhya Pradesh,Bhopal,20.9,33.5,27.2,50.6,33.2,10.7,24.5
2019-10-31,Jammu and Kashmir,Srinagar,2.5,9.4,6.0,21.7,49.6,19.5,24.8
2015-12-19,Meghalaya,Shillong,17.7,31.4,24.5,52.9,60.1,10.1,23.3
2025-04-05,Manipur,Imphal,10.9,33.1,22.0,58.9,64.9,10.9,30.8
2020-04-06,Nagaland,Kohima,17.3,25.8,21.6,25.9,75.0,14.5,25.0
2015-03-14,Uttarakhand,Dehradun,14.9,25.0,20.0,54.4,68.0,12.0,29.5
2022-05-19,Jammu and Kashmir,Srinagar,17.4,29.0,23.2,32.6,57.2,11.3,29.4
2018-10-08,Jammu and Kashmir,Srinagar,17.8,24.6,21.2,62.1,60.6,8.7,25.3
2020-03-29,West Bengal,Howrah,13.5,20.6,17.0,106.4,78.0,8.1,29.4
2017-12-29,Himachal Pradesh,Kangra,0.5,13.7,7.1,11.4,45.7,7.7,28.1
2021-10-08,Kerala,Ernakulam,25.0,34.3,29.6,104.4,81.7,12.8,24.2
2023-05-05,Manipur,Imphal,20.4,34.7,27.6,7.0,52.6,10.0,29.1
2016-12-08,Rajasthan,Jodhpur,25.7,38.0,31.8,3.2,36.5,14.3,25.0
2019-12-10,Jammu and Kashmir,Srinagar,17.4,25.4,21.4,10.8,51.4,7.0,22.5
2022-02-21,Delhi,New Delhi,15.4,30.3,22.8,27.7,75.4,9.5,21.4
2022-11-15,Odisha,Bhubaneswar,17.5,38.9,28.2,50.9,64.1,6.0,27.3
2025-03-02,Tamil Nadu,Chennai,25.6,33.4,29.5,72.3,62.9,6.1,27.4
2017-08-13,Madhya Pradesh,Bhopal,31.2,40.0,35.6,80.8,40.8,21.9,23.0
2022-01-08,Andhra Pradesh,Guntur,27.7,37.4,32.6,48.5,55.4,5.5,24.9
2021-10-11,Andaman and Nicobar Islands,Port Blair,24.8,30.8,27.8,42.6,66.8,12.3,25.1
2024-11-19,Telangana,Hyderabad,25.9,38.3,32.1,31.7,76.0,12.3,26.6
2015-06-09,Meghalaya,Shillong,11.6,25.7,18.6,24.5,55.6,8.8,34.0
2021-01-05,Tripura,Agartala,20.1,32.9,26.5,37.7,74.1,18.1,23.6
2022-09-24,Tamil Nadu,Coimbatore,23.0,33.1,28.0,55.2,84.9,13.4,24.7
2024-01-15,West Bengal,Howrah,23.6,31.4,27.5,33.2,55.1,12.9,20.1
2019-10-02,Meghalaya,Shillong,20.6,29.9,25.2,42.2,50.5,7.7,27.0
2019-05-05,Karnataka,Bangalore,20.1,35.2,27.6,28.3,67.6,14.7,30.1
2015-03-08,Assam,Cachar,25.0,31.9,28.4,135.4,65.9,10.1,21.5
2023-05-20,Manipur,Imphal,19.1,31.1,25.1,36.7,68.8,18.0,32.8
2025-08-19,Andhra Pradesh,Krishna,22.4,31.4,26.9,138.9,56.1,13.4,22.4
2021-08-25,Gujarat,Ahmedabad,31.9,40.9,36.4,174.8,66.9,18.0,21.8
2015-02-27,Andhra Pradesh,Chittoor,27.6,32.7,30.2,17.4,50.9,7.0,27.5
2024-02-13,Lakshadweep,Kavaratti,23.3,30.2,26.8,13.3,50.9,14.7,23.5
2015-12-08,Himachal Pradesh,Mandi,19.2,25.0,22.1,74.4,40.5,11.8,22.5
2025-09-14,Andaman and Nicobar Islands,Port Blair,18.5,24.6,21.6,265.2,45.5,16.8,20.3
2018-02-27,Uttar Pradesh,Varanasi,13.4,21.9,17.6,58.8,30.6,10.3,23.0
2022-08-06,Tamil Nadu,Coimbatore,25.3,30.7,28.0,331.8,66.3,14.8,22.3
2018-04-10,Andaman and Nicobar Islands,Port Blair,17.4,27.0,22.2,22.2,46.7,15.9,26.4
2022-09-18,Delhi,New Delhi,12.5,27.6,20.0,83.3,58.4,16.3,22.7
2022-04-15,Gujarat,Vadodara,20.8,29.2,25.0,25.7,69.7,10.4,31.5
2018-05-17,Kerala,Kozhikode,23.9,33.7,28.8,114.0,60.4,9.6,33.7
2025-08-10,Dadra and Nagar Haveli and Daman and Diu,Daman,18.1,24.3,21.2,97.3,51.3,21.1,25.5
2021-07-29,Lakshadweep,Kavaratti,19.1,28.1,23.6,36.9,43.0,14.3,21.8
2019-02-03,Punjab,Ludhiana,7.6,19.8,13.7,38.4,32.9,11.7,28.3
2019-12-27,Mizoram,Aizawl,14.0,23.8,18.9,66.9,66.0,17.0,22.9
2015-04-26,Ladakh,Leh,25.0,30.7,27.8,72.3,76.1,13.3,30.9
2024-02-18,Assam,Kamrup,21.6,29.2,25.4,90.9,91.6,6.0,29.1
2016-10-23,Andhra Pradesh,Chittoor,27.3,38.2,32.8,14.2,55.6,18.9,21.2
2025-08-19,Uttarakhand,Dehradun,19.5,32.7,26.1,84.8,68.0,9.0,25.0
2019-01-05,Delhi,New Delhi,15.0,29.7,22.4,67.2,45.0,11.8,24.2
2024-11-28,Punjab,Patiala,13.1,28.6,20.8,44.6,68.9,5.0,27.4
2021-11-05,Maharashtra,Nashik,25.4,39.9,32.6,20.3,76.5,19.0,29.1
2020-02-12,Ladakh,Leh,18.4,27.2,22.8,49.8,52.2,11.2,24.5
2024-09-18,Chhattisgarh,Raipur,14.5,24.8,19.6,22.0,51.9,15.1,21.7
2021-05-23,Tamil Nadu,Madurai,26.4,34.9,30.6,81.4,54.5,17.3,34.6
2024-03-28,Manipur,Imphal,15.3,24.5,19.9,50.3,65.4,6.7,29.3
2017-10-13,Goa,North Goa,17.2,32.0,24.6,30.2,50.5,6.7,22.7
2015-11-07,Delhi,New Delhi,24.9,33.3,29.1,61.2,78.3,6.2,21.6
2015-07-27,Odisha,Bhubaneswar,28.9,37.3,33.1,268.5,65.0,20.2,25.2
2022-04-19,Madhya Pradesh,Bhopal,28.2,41.9,35.0,40.6,51.2,10.5,26.9
